fighter,opp,date,division,secs,sig_l,sig_a,sig_l_opp,sig_a_opp,td_l,td_a,td_l_opp,td_a_opp,ctrl,sub,kd,kd_abs,won,decided,won_by_ko,lost_by_ko,won_by_sub,won_by_dec,year
Polyana Viana,Alice Ardelean,2026-05-16,Women's Strawweight,576,34,75,46,94,0,0,1,1,13,0,0,0,0,1,0,0,0,0,2026
Arnold Allen,Melquizael Costa,2026-05-16,Featherweight,1500,98,152,100,254,7,7,0,4,568,0,1,0,1,1,0,0,0,1,2026
Melquizael Costa,Arnold Allen,2026-05-16,Featherweight,1500,100,254,98,152,0,4,7,7,105,0,0,1,0,1,0,0,0,0,2026
Andre Petroski,Cody Brundage,2026-05-16,Middleweight,344,8,17,43,60,1,1,0,0,116,0,0,1,0,1,0,1,0,0,2026
Cody Brundage,Andre Petroski,2026-05-16,Middleweight,344,43,60,8,17,0,0,1,1,34,0,1,0,1,1,1,0,0,0,2026
Daniel Barez,Luis Gurule,2026-05-16,Flyweight,900,113,246,149,299,1,3,1,5,48,0,0,0,0,1,0,0,0,0,2026
Luis Gurule,Daniel Barez,2026-05-16,Flyweight,900,149,299,113,246,1,5,1,3,146,1,0,0,1,1,0,0,0,1,2026
Daniel Santos,Dooho Choi,2026-05-16,Featherweight,569,72,182,72,138,0,6,0,0,54,0,0,1,0,1,0,1,0,0,2026
Dooho Choi,Daniel Santos,2026-05-16,Featherweight,569,72,138,72,182,0,0,0,6,11,0,1,0,1,1,1,0,0,0,2026
Jacqueline Cavalcanti,Ketlen Vieira,2026-05-16,Women's Bantamweight,900,53,110,30,92,0,0,1,4,0,0,0,0,0,1,0,0,0,0,2026
Ketlen Vieira,Jacqueline Cavalcanti,2026-05-16,Women's Bantamweight,900,30,92,53,110,1,4,0,0,282,0,0,0,1,1,0,0,0,1,2026
Juan Diaz,Malcolm Wellmaker,2026-05-16,Bantamweight,548,13,25,15,33,5,8,0,0,228,1,0,0,1,1,0,0,1,0,2026
Malcolm Wellmaker,Juan Diaz,2026-05-16,Bantamweight,548,15,33,13,25,0,0,5,8,0,0,0,0,0,1,0,0,0,0,2026
Christian Edwards,Modestas Bukauskas,2026-05-16,Catch Weight,900,36,71,36,80,0,4,0,0,262,0,0,0,0,1,0,0,0,0,2026
Modestas Bukauskas,Christian Edwards,2026-05-16,Catch Weight,900,36,80,36,71,0,0,0,4,135,0,0,0,1,1,0,0,0,1,2026
Khaos Williams,Nikolay Veretennikov,2026-05-16,Welterweight,211,21,56,13,25,0,0,0,0,54,0,1,0,1,1,1,0,0,0,2026
Nikolay Veretennikov,Khaos Williams,2026-05-16,Welterweight,211,13,25,21,56,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2026
Nicolle Caliari,Shauna Bannon,2026-05-16,Women's Strawweight,788,20,38,29,49,4,9,0,1,558,1,0,0,1,1,0,0,1,0,2026
Shauna Bannon,Nicolle Caliari,2026-05-16,Women's Strawweight,788,29,49,20,38,0,1,4,9,110,0,0,0,0,1,0,0,0,0,2026
Benardo Sopaj,Timmy Cuamba,2026-05-16,Bantamweight,445,37,56,29,80,1,3,0,0,114,2,1,0,1,1,0,0,1,0,2026
Timmy Cuamba,Benardo Sopaj,2026-05-16,Bantamweight,445,29,80,37,56,0,0,1,3,11,0,0,1,0,1,0,0,0,0,2026
Artur Minev,Tommy Gantt,2026-05-16,Lightweight,471,8,13,28,38,0,1,6,17,53,0,0,0,0,1,0,1,0,0,2026
Tommy Gantt,Artur Minev,2026-05-16,Lightweight,471,28,38,8,13,6,17,0,1,315,0,0,0,1,1,1,0,0,0,2026
Ivan Erslan,Tuco Tokkos,2026-05-16,Light Heavyweight,900,37,66,54,123,2,3,0,6,511,0,0,0,1,1,0,0,0,1,2026
Tuco Tokkos,Ivan Erslan,2026-05-16,Light Heavyweight,900,54,123,37,66,0,6,2,3,69,1,0,0,0,1,0,0,0,0,2026
Brendan Allen,Paul Craig,2023-11-18,Middleweight,638,32,43,6,14,2,2,0,2,478,2,0,0,1,1,0,0,1,0,2023
Paul Craig,Brendan Allen,2023-11-18,Middleweight,638,6,14,32,43,0,2,2,2,34,1,0,0,0,1,0,0,0,0,2023
Chad Anheliger,Jose Johnson,2023-11-18,Bantamweight,889,26,71,63,108,4,8,1,2,378,0,0,0,0,1,0,0,0,0,2023
Jose Johnson,Chad Anheliger,2023-11-18,Bantamweight,889,63,108,26,71,1,2,4,8,260,1,0,0,1,1,0,0,1,0,2023
Charles Johnson,Rafael Estevam,2023-11-18,Flyweight,900,72,109,18,43,0,0,3,22,43,0,0,0,0,1,0,0,0,0,2023
Rafael Estevam,Charles Johnson,2023-11-18,Flyweight,900,18,43,72,109,3,22,0,0,563,1,0,0,1,1,0,0,0,1,2023
Chase Hooper,Jordan Leavitt,2023-11-18,Lightweight,178,1,3,3,4,0,0,0,2,57,1,0,0,1,1,0,0,1,0,2023
Jordan Leavitt,Chase Hooper,2023-11-18,Lightweight,178,3,4,1,3,0,2,0,0,59,0,0,0,0,1,0,0,0,0,2023
Christian Leroy Duncan,Denis Tiuliulin,2023-11-18,Middleweight,564,65,87,30,71,0,2,0,0,291,0,1,0,1,1,1,0,0,0,2023
Denis Tiuliulin,Christian Leroy Duncan,2023-11-18,Middleweight,564,30,71,65,87,0,0,0,2,0,0,0,1,0,1,0,1,0,0,2023
Jeka Saragih,Lucas Alexander,2023-11-18,Featherweight,91,4,9,11,16,1,1,0,1,5,0,1,0,1,1,1,0,0,0,2023
Lucas Alexander,Jeka Saragih,2023-11-18,Featherweight,91,11,16,4,9,0,1,1,1,0,0,0,1,0,1,0,1,0,0,2023
Joanderson Brito,Jonathan Pearce,2023-11-18,Featherweight,534,8,20,14,16,1,1,1,4,118,1,0,0,1,1,0,0,1,0,2023
Jonathan Pearce,Joanderson Brito,2023-11-18,Featherweight,534,14,16,8,20,1,4,1,1,375,0,0,0,0,1,0,0,0,0,2023
Amanda Ribas,Luana Pinheiro,2023-11-18,Women's Strawweight,833,87,224,55,116,0,1,1,6,30,0,1,0,1,1,1,0,0,0,2023
Luana Pinheiro,Amanda Ribas,2023-11-18,Women's Strawweight,833,55,116,87,224,1,6,0,1,71,0,0,1,0,1,0,1,0,0,2023
Ailin Perez,Lucie Pudilova,2023-11-18,Women's Bantamweight,900,42,74,20,42,2,8,0,0,516,0,0,0,1,1,0,0,0,1,2023
Lucie Pudilova,Ailin Perez,2023-11-18,Women's Bantamweight,900,20,42,42,74,0,0,2,8,249,1,0,0,0,1,0,0,0,0,2023
Jake Matthews,Michael Morales,2023-11-18,Welterweight,900,57,149,84,208,0,1,0,1,3,0,0,0,0,1,0,0,0,0,2023
Michael Morales,Jake Matthews,2023-11-18,Welterweight,900,84,208,57,149,0,1,0,1,7,0,0,0,1,1,0,0,0,1,2023
Caio Machado,Mick Parkin,2023-11-18,Heavyweight,900,76,132,39,98,0,1,3,10,20,0,0,0,0,1,0,0,0,0,2023
Mick Parkin,Caio Machado,2023-11-18,Heavyweight,900,39,98,76,132,3,10,0,1,383,0,0,0,1,1,0,0,0,1,2023
Nick Aguirre,Payton Talbott,2023-11-18,Bantamweight,658,5,12,28,53,2,10,0,0,346,0,0,0,0,1,0,0,0,0,2023
Payton Talbott,Nick Aguirre,2023-11-18,Bantamweight,658,28,53,5,12,0,0,2,10,205,1,0,0,1,1,0,0,1,0,2023
Nikolas Motta,Trey Ogden,2023-11-18,Lightweight,791,14,80,58,83,0,0,3,16,0,0,0,0,0,0,0,0,0,0,2023
Trey Ogden,Nikolas Motta,2023-11-18,Lightweight,791,58,83,14,80,3,16,0,0,268,1,0,0,0,0,0,0,0,0,2023
Myktybek Orolbai,Uros Medic,2023-11-18,Welterweight,552,8,20,14,27,7,10,0,0,446,1,0,0,1,1,0,0,1,0,2023
Uros Medic,Myktybek Orolbai,2023-11-18,Welterweight,552,14,27,8,20,0,0,7,10,2,0,0,0,0,1,0,0,0,0,2023
Alexander Hernandez,Damon Jackson,2024-04-06,Featherweight,900,32,87,42,85,0,0,3,7,142,0,1,0,0,1,0,0,0,0,2024
Damon Jackson,Alexander Hernandez,2024-04-06,Featherweight,900,42,85,32,87,3,7,0,0,378,0,0,1,1,1,0,0,0,1,2024
Brendan Allen,Chris Curtis,2024-04-06,Middleweight,1500,112,222,124,241,6,13,0,0,365,0,0,0,1,1,0,0,0,1,2024
Chris Curtis,Brendan Allen,2024-04-06,Middleweight,1500,124,241,112,222,0,0,6,13,78,0,0,0,0,1,0,0,0,0,2024
Alex Morono,Court McGee,2024-04-06,Welterweight,900,38,141,60,160,0,0,1,6,0,1,0,0,1,1,0,0,0,1,2024
Court McGee,Alex Morono,2024-04-06,Welterweight,900,60,160,38,141,1,6,0,0,200,0,0,0,0,1,0,0,0,0,2024
Dan Argueta,Jean Matsumoto,2024-04-06,Bantamweight,599,14,39,19,35,9,19,2,4,361,0,0,0,0,1,0,0,0,0,2024
Jean Matsumoto,Dan Argueta,2024-04-06,Bantamweight,599,19,35,14,39,2,4,9,19,94,1,0,0,1,1,0,0,1,0,2024
Cesar Almeida,Dylan Budka,2024-04-06,Middleweight,433,29,38,1,5,0,0,3,6,12,0,0,0,1,1,1,0,0,0,2024
Dylan Budka,Cesar Almeida,2024-04-06,Middleweight,433,1,5,29,38,3,6,0,0,353,0,0,0,0,1,0,1,0,0,2024
Christos Giagos,Ignacio Bahamondes,2024-04-06,Lightweight,214,17,45,40,68,0,1,0,0,10,0,0,1,0,1,0,1,0,0,2024
Ignacio Bahamondes,Christos Giagos,2024-04-06,Lightweight,214,40,68,17,45,0,0,0,1,15,0,1,0,1,1,1,0,0,0,2024
Melissa Mullins,Nora Cornolle,2024-04-06,Women's Bantamweight,486,11,24,36,51,1,4,0,0,320,0,0,1,0,1,0,1,0,0,2024
Nora Cornolle,Melissa Mullins,2024-04-06,Women's Bantamweight,486,36,51,11,24,0,0,1,4,30,0,1,0,1,1,1,0,0,0,2024
Chepe Mariscal,Morgan Charriere,2024-04-06,Featherweight,900,71,137,49,104,1,8,2,5,218,0,0,0,1,1,0,0,0,1,2024
Morgan Charriere,Chepe Mariscal,2024-04-06,Featherweight,900,49,104,71,137,2,5,1,8,222,1,0,0,0,1,0,0,0,0,2024
Germaine de Randamie,Norma Dumont,2024-04-06,Women's Bantamweight,900,16,33,11,29,0,0,6,8,141,0,0,0,0,1,0,0,0,0,2024
Norma Dumont,Germaine de Randamie,2024-04-06,Women's Bantamweight,900,11,29,16,33,6,8,0,0,604,0,0,0,1,1,0,0,0,1,2024
Pedro Falcao,Victor Hugo,2024-04-06,Bantamweight,900,42,106,68,124,1,13,0,0,430,0,0,1,0,1,0,0,0,0,2024
Victor Hugo,Pedro Falcao,2024-04-06,Bantamweight,900,68,124,42,106,0,0,1,13,49,0,1,0,1,1,0,0,0,1,2024
Charlie Campbell,Trevor Peek,2024-04-06,Lightweight,900,54,100,47,97,4,10,2,3,341,0,0,0,1,1,0,0,0,1,2024
Trevor Peek,Charlie Campbell,2024-04-06,Lightweight,900,47,97,54,100,2,3,4,10,195,0,0,0,0,1,0,0,0,0,2024
Lukasz Brzeski,Valter Walker,2024-04-06,Heavyweight,900,58,102,33,67,0,0,4,5,43,0,0,0,1,1,0,0,0,1,2024
Valter Walker,Lukasz Brzeski,2024-04-06,Heavyweight,900,33,67,58,102,4,5,0,0,439,0,0,0,0,1,0,0,0,0,2024
Abel Trujillo,Jordan Rinaldi,2016-05-29,Lightweight,900,35,80,18,58,3,3,2,7,245,0,0,0,1,1,0,0,0,1,2016
Jordan Rinaldi,Abel Trujillo,2016-05-29,Lightweight,900,18,58,35,80,2,7,3,3,232,1,0,0,0,1,0,0,0,0,2016
Aljamain Sterling,Bryan Caraway,2016-05-29,Bantamweight,900,32,64,9,31,1,3,3,6,231,2,0,0,0,1,0,0,0,0,2016
Bryan Caraway,Aljamain Sterling,2016-05-29,Bantamweight,900,9,31,32,64,3,6,1,3,394,0,0,0,1,1,0,0,0,1,2016
Chris Camozzi,Vitor Miranda,2016-05-29,Middleweight,900,43,93,27,92,1,1,1,2,337,0,0,0,1,1,0,0,0,1,2016
Vitor Miranda,Chris Camozzi,2016-05-29,Middleweight,900,27,92,43,93,1,2,1,1,14,0,0,0,0,1,0,0,0,0,2016
Adam Milstead,Chris de la Rocha,2016-05-29,Heavyweight,541,58,116,39,98,0,0,0,7,20,0,0,0,1,1,1,0,0,0,2016
Chris de la Rocha,Adam Milstead,2016-05-29,Heavyweight,541,39,98,58,116,0,7,0,0,178,0,0,0,0,1,0,1,0,0,2016
Erik Koch,Shane Campbell,2016-05-29,Lightweight,482,14,40,16,26,2,4,0,3,255,1,0,0,1,1,0,0,1,0,2016
Shane Campbell,Erik Koch,2016-05-29,Lightweight,482,16,26,14,40,0,3,2,4,65,0,0,0,0,1,0,0,0,0,2016
Alberto Uda,Jake Collier,2016-05-29,Middleweight,366,15,27,27,54,1,2,1,5,83,0,0,1,0,1,0,1,0,0,2016
Jake Collier,Alberto Uda,2016-05-29,Middleweight,366,27,54,15,27,1,5,1,2,157,0,1,0,1,1,1,0,0,0,2016
Jorge Masvidal,Lorenz Larkin,2016-05-29,Welterweight,900,48,121,44,122,1,2,1,2,167,2,0,0,0,1,0,0,0,0,2016
Lorenz Larkin,Jorge Masvidal,2016-05-29,Welterweight,900,44,122,48,121,1,2,1,2,127,0,0,0,1,1,0,0,0,1,2016
Joshua Burkman,Paul Felder,2016-05-29,Lightweight,900,40,97,41,95,3,6,0,2,204,0,0,0,0,1,0,0,0,0,2016
Paul Felder,Joshua Burkman,2016-05-29,Lightweight,900,41,95,40,97,0,2,3,6,73,0,0,0,1,1,0,0,0,1,2016
Jeremy Stephens,Renan Barao,2016-05-29,Featherweight,900,55,140,43,137,0,1,2,9,143,0,0,0,1,1,0,0,0,1,2016
Renan Barao,Jeremy Stephens,2016-05-29,Featherweight,900,43,137,55,140,2,9,0,1,148,0,0,0,0,1,0,0,0,0,2016
Jessica Eye,Sara McMann,2016-05-29,Women's Bantamweight,900,10,24,22,51,0,0,2,5,0,0,0,0,0,1,0,0,0,0,2016
Sara McMann,Jessica Eye,2016-05-29,Women's Bantamweight,900,22,51,10,24,2,5,0,0,480,1,0,0,1,1,0,0,0,1,2016
Rick Story,Tarec Saffiedine,2016-05-29,Welterweight,900,58,111,32,71,0,6,0,1,413,0,0,0,1,1,0,0,0,1,2016
Tarec Saffiedine,Rick Story,2016-05-29,Welterweight,900,32,71,58,111,0,1,0,6,37,0,0,0,0,1,0,0,0,0,2016
Cody Garbrandt,Thomas Almeida,2016-05-29,Bantamweight,173,21,48,10,25,0,0,0,0,2,0,1,0,1,1,1,0,0,0,2016
Thomas Almeida,Cody Garbrandt,2016-05-29,Bantamweight,173,10,25,21,48,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2016
Angela Hill,Denise Gomes,2023-11-04,Women's Strawweight,900,76,120,62,133,5,9,1,3,483,0,0,0,1,1,0,0,0,1,2023
Denise Gomes,Angela Hill,2023-11-04,Women's Strawweight,900,62,133,76,120,1,3,5,9,63,0,0,0,0,1,0,0,0,0,2023
Abus Magomedov,Caio Borralho,2023-11-04,Middleweight,900,38,107,51,103,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2023
Caio Borralho,Abus Magomedov,2023-11-04,Middleweight,900,51,103,38,107,0,1,0,0,137,0,1,0,1,1,0,0,0,1,2023
Eduarda Moura,Montserrat Conejo Ruiz,2023-11-04,Women's Strawweight,434,57,77,5,22,3,3,0,0,357,0,0,0,1,1,1,0,0,0,2023
Montserrat Conejo Ruiz,Eduarda Moura,2023-11-04,Women's Strawweight,434,5,22,57,77,0,0,3,3,2,0,0,0,0,1,0,1,0,0,2023
Elves Brener,Kaynan Kruschewsky,2023-11-04,Catch Weight,241,16,33,8,31,0,0,0,0,3,0,1,0,1,1,1,0,0,0,2023
Kaynan Kruschewsky,Elves Brener,2023-11-04,Catch Weight,241,8,31,16,33,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2023
Gabriel Bonfim,Nicolas Dalby,2023-11-04,Welterweight,573,39,91,53,113,3,5,0,1,259,1,0,1,0,1,0,1,0,0,2023
Nicolas Dalby,Gabriel Bonfim,2023-11-04,Welterweight,573,53,113,39,91,0,1,3,5,87,0,1,0,1,1,1,0,0,0,2023
Derrick Lewis,Jailton Almeida,2023-11-04,Heavyweight,1500,20,39,38,56,0,2,6,15,57,0,0,0,0,1,0,0,0,0,2023
Jailton Almeida,Derrick Lewis,2023-11-04,Heavyweight,1500,38,56,20,39,6,15,0,2,1270,4,0,0,1,1,0,0,0,1,2023
Kaue Fernandes,Marc Diakiese,2023-11-04,Lightweight,900,23,42,13,32,1,1,3,8,87,0,0,0,0,1,0,0,0,0,2023
Marc Diakiese,Kaue Fernandes,2023-11-04,Lightweight,900,13,32,23,42,3,8,1,1,518,0,0,0,1,1,0,0,0,1,2023
Elizeu Zaleski dos Santos,Rinat Fakhretdinov,2023-11-04,Welterweight,900,75,152,87,186,0,1,1,9,84,1,0,1,0,0,0,0,0,0,2023
Rinat Fakhretdinov,Elizeu Zaleski dos Santos,2023-11-04,Welterweight,900,87,186,75,152,1,9,0,1,265,0,1,0,0,0,0,0,0,0,2023
Don'Tale Mayes,Rodrigo Nascimento,2023-11-04,Heavyweight,900,79,159,70,154,0,1,0,3,39,0,0,0,0,1,0,0,0,0,2023
Rodrigo Nascimento,Don'Tale Mayes,2023-11-04,Heavyweight,900,70,154,79,159,0,3,0,1,141,0,0,0,1,1,0,0,0,1,2023
Modestas Bukauskas,Vitor Petrino,2023-11-04,Light Heavyweight,363,9,19,8,26,0,0,1,2,0,0,0,1,0,1,0,1,0,0,2023
Vitor Petrino,Modestas Bukauskas,2023-11-04,Light Heavyweight,363,8,26,9,19,1,2,0,0,139,0,1,0,1,1,1,0,0,0,2023
Alexander Hernandez,Olivier Aubin-Mercier,2018-07-28,Lightweight,900,39,81,19,32,4,10,2,6,431,0,0,0,1,1,0,0,0,1,2018
Olivier Aubin-Mercier,Alexander Hernandez,2018-07-28,Lightweight,900,19,32,39,81,2,6,4,10,232,1,0,0,0,1,0,0,0,0,2018
Alexis Davis,Katlyn Cerminara,2018-07-28,Women's Flyweight,900,70,201,62,202,1,2,0,0,20,0,0,0,0,1,0,0,0,0,2018
Katlyn Cerminara,Alexis Davis,2018-07-28,Women's Flyweight,900,62,202,70,201,0,0,1,2,0,0,0,0,1,1,0,0,0,1,2018
Alvaro Herrera Mendoza,Devin Powell,2018-07-28,Lightweight,112,7,23,12,26,0,0,0,1,10,0,0,1,0,1,0,1,0,0,2018
Devin Powell,Alvaro Herrera Mendoza,2018-07-28,Lightweight,112,12,26,7,23,0,1,0,0,12,0,1,0,1,1,1,0,0,0,2018
Dustin Ortiz,Matheus Nicolau,2018-07-28,Flyweight,229,8,43,7,16,0,0,0,0,4,0,1,0,1,1,1,0,0,0,2018
Matheus Nicolau,Dustin Ortiz,2018-07-28,Flyweight,229,7,16,8,43,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2018
Dustin Poirier,Eddie Alvarez,2018-07-28,Lightweight,545,54,115,26,76,0,0,0,3,5,2,1,0,1,1,1,0,0,0,2018
Eddie Alvarez,Dustin Poirier,2018-07-28,Lightweight,545,26,76,54,115,0,3,0,0,147,1,0,1,0,1,0,1,0,0,2018
Gadzhimurad Antigulov,Ion Cutelaba,2018-07-28,Light Heavyweight,265,12,18,40,46,3,8,0,0,200,0,0,0,0,1,0,1,0,0,2018
Ion Cutelaba,Gadzhimurad Antigulov,2018-07-28,Light Heavyweight,265,40,46,12,18,0,0,3,8,28,0,0,0,1,1,1,0,0,0,2018
Austin Arnett,Hakeem Dawodu,2018-07-28,Featherweight,900,23,68,75,170,0,4,0,1,0,0,0,0,0,1,0,0,0,0,2018
Hakeem Dawodu,Austin Arnett,2018-07-28,Featherweight,900,75,170,23,68,0,1,0,4,46,0,0,0,1,1,0,0,0,1,2018
Joanna Jedrzejczyk,Tecia Pennington,2018-07-28,Women's Strawweight,900,62,166,33,78,0,0,0,10,135,0,0,0,1,1,0,0,0,1,2018
Tecia Pennington,Joanna Jedrzejczyk,2018-07-28,Women's Strawweight,900,33,78,62,166,0,10,0,0,284,0,0,0,0,1,0,0,0,0,2018
John Makdessi,Ross Pearson,2018-07-28,Lightweight,900,131,261,79,224,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2018
Ross Pearson,John Makdessi,2018-07-28,Lightweight,900,79,224,131,261,0,2,0,0,18,0,0,0,0,1,0,0,0,0,2018
Alex Morono,Jordan Mein,2018-07-28,Welterweight,900,20,67,14,38,0,0,3,4,106,1,0,0,0,1,0,0,0,0,2018
Jordan Mein,Alex Morono,2018-07-28,Welterweight,900,14,38,20,67,3,4,0,0,542,0,0,0,1,1,0,0,0,1,2018
Jeremy Stephens,Jose Aldo,2018-07-28,Featherweight,259,20,60,29,63,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2018
Jose Aldo,Jeremy Stephens,2018-07-28,Featherweight,259,29,63,20,60,0,0,0,0,24,0,1,0,1,1,1,0,0,0,2018
Islam Makhachev,Kajan Johnson,2018-07-28,Lightweight,283,7,18,7,17,1,1,0,0,88,1,0,0,1,1,0,0,1,0,2018
Kajan Johnson,Islam Makhachev,2018-07-28,Lightweight,283,7,17,7,18,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2018
Nina Nunes,Randa Markos,2018-07-28,Women's Strawweight,900,49,118,23,72,0,0,1,11,33,0,0,0,1,1,0,0,0,1,2018
Randa Markos,Nina Nunes,2018-07-28,Women's Strawweight,900,23,72,49,118,1,11,0,0,297,0,0,0,0,1,0,0,0,0,2018
Brok Weaver,Kazula Vargas,2020-02-15,Lightweight,242,5,9,15,29,0,0,1,2,0,1,0,0,1,1,0,0,0,0,2020
Kazula Vargas,Brok Weaver,2020-02-15,Lightweight,242,15,29,5,9,1,2,0,0,187,0,0,0,0,1,0,0,0,0,2020
Casey Kenney,Merab Dvalishvili,2020-02-15,Bantamweight,900,45,118,63,181,0,0,12,24,5,0,0,0,0,1,0,0,0,0,2020
Merab Dvalishvili,Casey Kenney,2020-02-15,Bantamweight,900,63,181,45,118,12,24,0,0,342,0,0,0,1,1,0,0,0,1,2020
Corey Anderson,Jan Blachowicz,2020-02-15,Light Heavyweight,188,11,27,13,31,0,0,0,0,3,0,0,1,0,1,0,1,0,0,2020
Jan Blachowicz,Corey Anderson,2020-02-15,Light Heavyweight,188,13,31,11,27,0,0,0,0,2,0,1,0,1,1,1,0,0,0,2020
Dequan Townsend,Devin Clark,2020-02-15,Light Heavyweight,900,6,36,39,54,0,0,3,4,0,0,0,0,0,1,0,0,0,0,2020
Devin Clark,Dequan Townsend,2020-02-15,Light Heavyweight,900,39,54,6,36,3,4,0,0,606,0,0,0,1,1,0,0,0,1,2020
Diego Sanchez,Michel Pereira,2020-02-15,Welterweight,789,25,64,53,91,0,6,2,2,10,0,0,1,1,1,0,0,0,0,2020
Michel Pereira,Diego Sanchez,2020-02-15,Welterweight,789,53,91,25,64,2,2,0,6,50,0,1,0,0,1,0,0,0,0,2020
Jim Miller,Scott Holtzman,2020-02-15,Lightweight,900,58,121,88,197,0,2,1,1,27,0,0,0,0,1,0,0,0,0,2020
Scott Holtzman,Jim Miller,2020-02-15,Lightweight,900,88,197,58,121,1,1,0,2,297,0,0,0,1,1,0,0,0,1,2020
John Dodson,Nathaniel Wood,2020-02-15,Bantamweight,616,39,72,46,99,0,0,1,1,118,0,1,0,1,1,1,0,0,0,2020
Nathaniel Wood,John Dodson,2020-02-15,Bantamweight,616,46,99,39,72,1,1,0,0,47,0,0,1,0,1,0,1,0,0,2020
Lando Vannata,Yancy Medeiros,2020-02-15,Lightweight,900,99,188,68,193,0,3,0,1,4,0,0,0,1,1,0,0,0,1,2020
Yancy Medeiros,Lando Vannata,2020-02-15,Lightweight,900,68,193,99,188,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2020
Macy Chiasson,Shanna Young,2020-02-15,Women's Bantamweight,900,86,166,40,71,3,8,0,1,513,0,0,0,1,1,0,0,0,1,2020
Shanna Young,Macy Chiasson,2020-02-15,Women's Bantamweight,900,40,71,86,166,0,1,3,8,22,0,0,0,0,1,0,0,0,0,2020
Mark De La Rosa,Raulian Paiva,2020-02-15,Flyweight,582,45,124,54,126,0,2,0,0,0,0,0,1,0,1,0,1,0,0,2020
Raulian Paiva,Mark De La Rosa,2020-02-15,Flyweight,582,54,126,45,124,0,0,0,2,107,0,1,0,1,1,1,0,0,0,2020
Mara Romero Borella,Montana De La Rosa,2020-02-15,Women's Flyweight,900,23,53,27,67,1,2,1,3,108,0,0,1,0,1,0,0,0,0,2020
Montana De La Rosa,Mara Romero Borella,2020-02-15,Women's Flyweight,900,27,67,23,53,1,3,1,2,510,1,1,0,1,1,0,0,0,1,2020
Ray Borg,Rogerio Bontorin,2020-02-15,Flyweight,900,35,45,9,20,10,19,0,2,682,0,0,0,1,1,0,0,0,1,2020
Rogerio Bontorin,Ray Borg,2020-02-15,Flyweight,900,9,20,35,45,0,2,10,19,104,0,0,0,0,1,0,0,0,0,2020
Daniel Rodriguez,Tim Means,2020-02-15,Welterweight,517,49,121,41,95,0,0,1,3,5,1,1,0,1,1,0,0,1,0,2020
Tim Means,Daniel Rodriguez,2020-02-15,Welterweight,517,41,95,49,121,1,3,0,0,11,0,0,1,0,1,0,0,0,0,2020
AJ Fletcher,Themba Gorimbo,2023-02-18,Welterweight,397,7,17,6,10,0,0,2,2,201,1,0,0,1,1,0,0,1,0,2023
Themba Gorimbo,AJ Fletcher,2023-02-18,Welterweight,397,6,10,7,17,2,2,0,0,120,0,0,0,0,1,0,0,0,0,2023
Clayton Carpenter,Juancamilo Ronderos,2023-02-18,Flyweight,193,3,5,1,7,0,0,1,1,79,3,0,0,1,1,0,0,1,0,2023
Juancamilo Ronderos,Clayton Carpenter,2023-02-18,Flyweight,193,1,7,3,5,1,1,0,0,82,0,0,0,0,1,0,0,0,0,2023
Jamall Emmers,Khusein Askhabov,2023-02-18,Featherweight,900,62,144,30,114,1,3,0,6,285,0,0,0,1,1,0,0,0,1,2023
Khusein Askhabov,Jamall Emmers,2023-02-18,Featherweight,900,30,114,62,144,0,6,1,3,58,0,0,0,0,1,0,0,0,0,2023
Erin Blanchfield,Jessica Andrade,2023-02-18,Women's Flyweight,397,51,120,53,143,1,3,0,1,63,1,0,0,1,1,0,0,1,0,2023
Jessica Andrade,Erin Blanchfield,2023-02-18,Women's Flyweight,397,53,143,51,120,0,1,1,3,0,0,0,0,0,1,0,0,0,0,2023
Alexander Hernandez,Jim Miller,2023-02-18,Lightweight,900,108,234,67,185,0,1,0,1,23,0,0,0,1,1,0,0,0,1,2023
Jim Miller,Alexander Hernandez,2023-02-18,Lightweight,900,67,185,108,234,0,1,0,1,40,1,0,0,0,1,0,0,0,0,2023
Jordan Wright,Zac Pauga,2023-02-18,Light Heavyweight,900,29,78,59,85,0,1,0,6,13,0,0,0,0,1,0,0,0,0,2023
Zac Pauga,Jordan Wright,2023-02-18,Light Heavyweight,900,59,85,29,78,0,6,0,1,520,0,0,0,1,1,0,0,0,1,2023
Jamal Pogues,Josh Parisian,2023-02-18,Heavyweight,900,33,60,37,113,5,11,1,2,349,0,0,0,1,1,0,0,0,1,2023
Josh Parisian,Jamal Pogues,2023-02-18,Heavyweight,900,37,113,33,60,1,2,5,11,72,0,0,0,0,1,0,0,0,0,2023
Lina Lansberg,Mayra Bueno Silva,2023-02-18,Women's Bantamweight,585,25,50,39,69,0,0,2,3,21,0,0,0,0,1,0,0,0,0,2023
Mayra Bueno Silva,Lina Lansberg,2023-02-18,Women's Bantamweight,585,39,69,25,50,2,3,0,0,309,1,0,0,1,1,0,0,1,0,2023
